sequence_id,species,label,negative_type,cv_group,split,fold
Sce_HN_00577,Sce,0,near_tss,CVG021016,all,0
Sce_HN_00578,Sce,0,near_tss,CVG021568,all,2
Sce_HN_00579,Sce,0,near_tss,CVG020958,all,0
Sce_HN_00580,Sce,0,near_tss,CVG021569,all,0
Sce_HN_00581,Sce,0,near_tss,CVG020880,all,2
Sce_HN_00582,Sce,0,near_tss,CVG021570,all,4
Sce_HN_00583,Sce,0,near_tss,CVG021571,all,1
Sce_HN_00584,Sce,0,near_tss,CVG020752,all,2
Sce_HN_00585,Sce,0,near_tss,CVG021572,all,3
Sce_HN_00586,Sce,0,near_tss,CVG021205,all,0
Sce_HN_00587,Sce,0,near_tss,CVG020731,all,0
Sce_HN_00588,Sce,0,near_tss,CVG021573,all,4
Sce_HN_00589,Sce,0,near_tss,CVG021546,all,3
Sce_HN_00590,Sce,0,near_tss,CVG021574,all,3
Sce_HN_00591,Sce,0,near_tss,CVG021575,all,0
Sce_HN_00592,Sce,0,near_tss,CVG021576,all,1
Sce_HN_00593,Sce,0,near_tss,CVG020687,all,2
Sce_HN_00594,Sce,0,near_tss,CVG021526,all,4
Sce_HN_00595,Sce,0,near_tss,CVG021322,all,1
Sce_HN_00596,Sce,0,near_tss,CVG020905,all,1
Sce_HN_00597,Sce,0,near_tss,CVG021577,all,4
Sce_HN_00598,Sce,0,near_tss,CVG021578,all,2
Sce_HN_00599,Sce,0,near_tss,CVG021579,all,2
Sce_HN_00600,Sce,0,near_tss,CVG021580,all,3
Sce_HN_00601,Sce,0,near_tss,CVG021581,all,3
Sce_HN_00602,Sce,0,near_tss,CVG021582,all,2
Sce_HN_00603,Sce,0,near_tss,CVG021583,all,3
Sce_HN_00604,Sce,0,near_tss,CVG021584,all,2
Sce_HN_00605,Sce,0,near_tss,CVG021243,all,4
Sce_HN_00606,Sce,0,near_tss,CVG021540,all,1
Sce_HN_00607,Sce,0,near_tss,CVG020902,all,2
Sce_HN_00608,Sce,0,near_tss,CVG021585,all,2
Sce_HN_00609,Sce,0,near_tss,CVG020718,all,1
Sce_HN_00610,Sce,0,near_tss,CVG021094,all,0
Sce_HN_00611,Sce,0,near_tss,CVG021586,all,0
Sce_HN_00612,Sce,0,near_tss,CVG021587,all,4
Sce_HN_00613,Sce,0,near_tss,CVG021405,all,0
Sce_HN_00614,Sce,0,near_tss,CVG021588,all,2
Sce_HN_00615,Sce,0,near_tss,CVG020743,all,1
Sce_HN_00616,Sce,0,near_tss,CVG020870,all,3
Sce_HN_00617,Sce,0,near_tss,CVG021589,all,2
Sce_HN_00618,Sce,0,near_tss,CVG021090,all,2
Sce_HN_00619,Sce,0,near_tss,CVG021590,all,1
Sce_HN_00620,Sce,0,near_tss,CVG021591,all,3
Sce_HN_00621,Sce,0,near_tss,CVG021592,all,3
Sce_HN_00622,Sce,0,near_tss,CVG021593,all,1
Sce_HN_00623,Sce,0,near_tss,CVG021594,all,3
Sce_HN_00624,Sce,0,near_tss,CVG021595,all,4
Sce_HN_00625,Sce,0,near_tss,CVG021596,all,0
Sce_HN_00626,Sce,0,near_tss,CVG021597,all,2
Sce_HN_00627,Sce,0,near_tss,CVG021598,all,2
Sce_HN_00628,Sce,0,near_tss,CVG021599,all,1
Sce_HN_00629,Sce,0,near_tss,CVG021079,all,0
Sce_HN_00630,Sce,0,near_tss,CVG021382,all,4
Sce_HN_00631,Sce,0,near_tss,CVG021082,all,2
Sce_HN_00632,Sce,0,near_tss,CVG021600,all,3
Sce_HN_00633,Sce,0,near_tss,CVG021364,all,1
Sce_HN_00634,Sce,0,near_tss,CVG021601,all,2
Sce_HN_00635,Sce,0,near_tss,CVG021198,all,4
Sce_HN_00636,Sce,0,near_tss,CVG021064,all,2
Sce_HN_00637,Sce,0,near_tss,CVG020820,all,2
Sce_HN_00638,Sce,0,near_tss,CVG021602,all,0
Sce_HN_00639,Sce,0,near_tss,CVG020990,all,4
Sce_HN_00640,Sce,0,near_tss,CVG021603,all,3
Sce_HN_00641,Sce,0,near_tss,CVG021604,all,2
Sce_HN_00642,Sce,0,near_tss,CVG021605,all,0
Sce_HN_00643,Sce,0,near_tss,CVG021606,all,1
Sce_HN_00644,Sce,0,near_tss,CVG021607,all,4
Sce_HN_00645,Sce,0,near_tss,CVG021608,all,1
Sce_HN_00646,Sce,0,near_tss,CVG021609,all,2
Sce_HN_00647,Sce,0,near_tss,CVG021610,all,1
Sce_HN_00648,Sce,0,near_tss,CVG021457,all,0
Sce_HN_00649,Sce,0,near_tss,CVG021611,all,4
Sce_HN_00650,Sce,0,near_tss,CVG021612,all,2
Sce_HN_00651,Sce,0,near_tss,CVG021613,all,4
Sce_HN_00652,Sce,0,near_tss,CVG021614,all,3
Sce_HN_00653,Sce,0,near_tss,CVG020814,all,3
Sce_HN_00654,Sce,0,near_tss,CVG021478,all,1
Sce_HN_00655,Sce,0,near_tss,CVG021615,all,2
Sce_HN_00656,Sce,0,near_tss,CVG021616,all,0
Sce_HN_00657,Sce,0,near_tss,CVG021617,all,3
Sce_HN_00658,Sce,0,near_tss,CVG021618,all,1
Sce_HN_00659,Sce,0,near_tss,CVG021619,all,2
Sce_HN_00660,Sce,0,near_tss,CVG021475,all,3
Sce_HN_00661,Sce,0,near_tss,CVG021508,all,4
Sce_HN_00662,Sce,0,near_tss,CVG021620,all,1
Sce_HN_00663,Sce,0,near_tss,CVG021621,all,0
Sce_HN_00664,Sce,0,near_tss,CVG021502,all,0
Sce_HN_00665,Sce,0,near_tss,CVG021622,all,4
Sce_HN_00666,Sce,0,near_tss,CVG021623,all,0
Sce_HN_00667,Sce,0,near_tss,CVG021568,all,2
Sce_HN_00668,Sce,0,near_tss,CVG021458,all,2
Sce_HN_00669,Sce,0,near_tss,CVG021624,all,4
Sce_HN_00670,Sce,0,near_tss,CVG021625,all,2
Sce_HN_00671,Sce,0,near_tss,CVG021626,all,3
Sce_HN_00672,Sce,0,near_tss,CVG020830,all,4
Sce_HN_00673,Sce,0,near_tss,CVG021627,all,4
Sce_HN_00674,Sce,0,near_tss,CVG021628,all,2
Sce_HN_00675,Sce,0,near_tss,CVG021482,all,0
Sce_HN_00676,Sce,0,near_tss,CVG021629,all,0
Sce_HN_00677,Sce,0,near_tss,CVG021630,all,0
Sce_HN_00678,Sce,0,near_tss,CVG021631,all,3
Sce_HN_00679,Sce,0,near_tss,CVG021632,all,4
Sce_HN_00680,Sce,0,near_tss,CVG021297,all,3
Sce_HN_00681,Sce,0,near_tss,CVG021633,all,1
Sce_HN_00682,Sce,0,near_tss,CVG020947,all,1
Sce_HN_00683,Sce,0,near_tss,CVG020934,all,3
Sce_HN_00684,Sce,0,near_tss,CVG021634,all,3
Sce_HN_00685,Sce,0,near_tss,CVG021635,all,4
Sce_HN_00686,Sce,0,near_tss,CVG021636,all,1
Sce_HN_00687,Sce,0,near_tss,CVG021637,all,2
Sce_HN_00688,Sce,0,near_tss,CVG021638,all,3
Sce_HN_00689,Sce,0,near_tss,CVG021639,all,3
Sce_HN_00690,Sce,0,near_tss,CVG021640,all,4
Sce_HN_00691,Sce,0,near_tss,CVG021641,all,3
Sce_HN_00692,Sce,0,near_tss,CVG021642,all,0
Sce_HN_00693,Sce,0,near_tss,CVG021643,all,1
Sce_HN_00694,Sce,0,near_tss,CVG021644,all,2
Sce_HN_00695,Sce,0,near_tss,CVG021012,all,3
Sce_HN_00696,Sce,0,near_tss,CVG021645,all,3
Sce_HN_00697,Sce,0,near_tss,CVG020857,all,1
Sce_HN_00698,Sce,0,near_tss,CVG021646,all,0
Sce_HN_00699,Sce,0,near_tss,CVG021647,all,4
Sce_HN_00700,Sce,0,near_tss,CVG021648,all,4
Sce_HN_00701,Sce,0,near_tss,CVG021649,all,2
Sce_HN_00702,Sce,0,near_tss,CVG021650,all,1
Sce_HN_00703,Sce,0,near_tss,CVG021651,all,4
Sce_HN_00704,Sce,0,near_tss,CVG021652,all,1
Sce_HN_00705,Sce,0,near_tss,CVG020891,all,2
Sce_HN_00706,Sce,0,near_tss,CVG020814,all,3
Sce_HN_00707,Sce,0,near_tss,CVG021653,all,4
Sce_HN_00708,Sce,0,near_tss,CVG020885,all,1
Sce_HN_00709,Sce,0,near_tss,CVG021654,all,2
Sce_HN_00710,Sce,0,near_tss,CVG021050,all,1
Sce_HN_00711,Sce,0,near_tss,CVG021070,all,1
Sce_HN_00712,Sce,0,near_tss,CVG020737,all,2
Sce_HN_00713,Sce,0,near_tss,CVG021655,all,0
Sce_HN_00714,Sce,0,near_tss,CVG021656,all,2
Sce_HN_00715,Sce,0,near_tss,CVG021657,all,3
Sce_HN_00716,Sce,0,near_tss,CVG021658,all,0
Sce_HN_00717,Sce,0,near_tss,CVG021156,all,3
Sce_HN_00718,Sce,0,near_tss,CVG021364,all,1
Sce_HN_00719,Sce,0,near_tss,CVG021659,all,1
Sce_HN_00720,Sce,0,near_tss,CVG021660,all,1
Sce_HN_00721,Sce,0,near_tss,CVG021661,all,3
Sce_HN_00722,Sce,0,near_tss,CVG021503,all,4
Sce_HN_00723,Sce,0,near_tss,CVG021662,all,4
Sce_HN_00724,Sce,0,near_tss,CVG020974,all,1
Sce_HN_00725,Sce,0,near_tss,CVG020693,all,0
Sce_HN_00726,Sce,0,near_tss,CVG021490,all,4
Sce_HN_00727,Sce,0,near_tss,CVG020685,all,4
Sce_HN_00728,Sce,0,near_tss,CVG021663,all,4
Sce_HN_00729,Sce,0,near_tss,CVG021664,all,0
Sce_HN_00730,Sce,0,near_tss,CVG021665,all,0
Sce_HN_00731,Sce,0,near_tss,CVG020866,all,4
Sce_HN_00732,Sce,0,near_tss,CVG021666,all,2
Sce_HN_00733,Sce,0,near_tss,CVG021667,all,2
Sce_HN_00734,Sce,0,near_tss,CVG021668,all,3
Sce_HN_00735,Sce,0,near_tss,CVG021095,all,0
Sce_HN_00736,Sce,0,near_tss,CVG021511,all,4
Sce_HN_00737,Sce,0,near_tss,CVG021669,all,4
Sce_HN_00738,Sce,0,near_tss,CVG021670,all,3
Sce_HN_00739,Sce,0,near_tss,CVG021596,all,0
Sce_HN_00740,Sce,0,near_tss,CVG020726,all,3
Sce_HN_00741,Sce,0,near_tss,CVG021671,all,2
Sce_HN_00742,Sce,0,near_tss,CVG021672,all,3
Sce_HN_00743,Sce,0,near_tss,CVG021630,all,0
Sce_HN_00744,Sce,0,near_tss,CVG021673,all,0
Sce_HN_00745,Sce,0,near_tss,CVG021674,all,1
Sce_HN_00746,Sce,0,near_tss,CVG021507,all,2
Sce_HN_00747,Sce,0,near_tss,CVG021675,all,3
Sce_HN_00748,Sce,0,near_tss,CVG021676,all,0
Sce_HN_00749,Sce,0,near_tss,CVG021677,all,2
Sce_HN_00750,Sce,0,near_tss,CVG020689,all,0
Sce_HN_00751,Sce,0,near_tss,CVG021568,all,2
Sce_HN_00752,Sce,0,near_tss,CVG021678,all,2
Sce_HN_00753,Sce,0,near_tss,CVG021679,all,2
Sce_HN_00754,Sce,0,near_tss,CVG021680,all,3
Sce_HN_00755,Sce,0,near_tss,CVG021090,all,2
Sce_HN_00756,Sce,0,near_tss,CVG021681,all,4
Sce_HN_00757,Sce,0,near_tss,CVG020989,all,3
Sce_HN_00758,Sce,0,near_tss,CVG021682,all,1
Sce_HN_00759,Sce,0,near_tss,CVG021683,all,2
Sce_HN_00760,Sce,0,near_tss,CVG020756,all,1
Sce_HN_00761,Sce,0,near_tss,CVG020810,all,0
Sce_HN_00762,Sce,0,near_tss,CVG021346,all,2
Sce_HN_00763,Sce,0,near_tss,CVG021684,all,3
Sce_HN_00764,Sce,0,near_tss,CVG021685,all,1
Sce_HN_00765,Sce,0,near_tss,CVG021686,all,2
Sce_HN_00766,Sce,0,near_tss,CVG021019,all,1
Sce_HN_00767,Sce,0,near_tss,CVG021614,all,3
Sce_HN_00768,Sce,0,near_tss,CVG021687,all,3
Sce_HN_00769,Sce,0,near_tss,CVG021191,all,4
Sce_HN_00770,Sce,0,near_tss,CVG021688,all,1
Sce_HN_00771,Sce,0,near_tss,CVG020819,all,3
Sce_HN_00772,Sce,0,near_tss,CVG021652,all,1
Sce_HN_00773,Sce,0,near_tss,CVG021689,all,3
Sce_HN_00774,Sce,0,near_tss,CVG021690,all,4
Sce_HN_00775,Sce,0,near_tss,CVG020667,all,3
Sce_HN_00776,Sce,0,near_tss,CVG021691,all,0
Sce_HN_00777,Sce,0,near_tss,CVG021692,all,2
Sce_HN_00778,Sce,0,near_tss,CVG021693,all,4
Sce_HN_00779,Sce,0,near_tss,CVG020946,all,2
Sce_HN_00780,Sce,0,near_tss,CVG020989,all,3
Sce_HN_00781,Sce,0,near_tss,CVG021694,all,1
Sce_HN_00782,Sce,0,near_tss,CVG021695,all,4
Sce_HN_00783,Sce,0,near_tss,CVG021696,all,0
Sce_HN_00784,Sce,0,near_tss,CVG021697,all,4
Sce_HN_00785,Sce,0,near_tss,CVG021243,all,4
Sce_HN_00786,Sce,0,near_tss,CVG021698,all,1
Sce_HN_00787,Sce,0,near_tss,CVG021699,all,2
Sce_HN_00788,Sce,0,near_tss,CVG021700,all,3
Sce_HN_00789,Sce,0,near_tss,CVG020997,all,3
Sce_HN_00790,Sce,0,near_tss,CVG021701,all,0
Sce_HN_00791,Sce,0,near_tss,CVG021702,all,0
Sce_HN_00792,Sce,0,near_tss,CVG021703,all,3
Sce_HN_00793,Sce,0,near_tss,CVG021704,all,3
Sce_HN_00794,Sce,0,near_tss,CVG021705,all,4
Sce_HN_00795,Sce,0,near_tss,CVG021061,all,3
Sce_HN_00796,Sce,0,near_tss,CVG020815,all,0
Sce_HN_00797,Sce,0,near_tss,CVG021706,all,4
Sce_HN_00798,Sce,0,near_tss,CVG021592,all,3
Sce_HN_00799,Sce,0,near_tss,CVG021707,all,1
Sce_HN_00800,Sce,0,near_tss,CVG021462,all,1
Sce_HN_00801,Sce,0,near_tss,CVG021095,all,0
Sce_HN_00802,Sce,0,near_tss,CVG021708,all,0
Sce_HN_00803,Sce,0,near_tss,CVG021709,all,2
Sce_HN_00804,Sce,0,near_tss,CVG021710,all,4
Sce_HN_00805,Sce,0,near_tss,CVG020737,all,2
Sce_HN_00806,Sce,0,near_tss,CVG021711,all,1
Sce_HN_00807,Sce,0,near_tss,CVG021712,all,0
Sce_HN_00808,Sce,0,near_tss,CVG021094,all,0
Sce_HN_00809,Sce,0,near_tss,CVG021713,all,3
Sce_HN_00810,Sce,0,near_tss,CVG021714,all,3
Sce_HN_00811,Sce,0,near_tss,CVG020673,all,2
Sce_HN_00812,Sce,0,near_tss,CVG021715,all,1
Sce_HN_00813,Sce,0,near_tss,CVG021716,all,2
Sce_HN_00814,Sce,0,near_tss,CVG021117,all,3
Sce_HN_00815,Sce,0,near_tss,CVG021343,all,0
Sce_HN_00816,Sce,0,near_tss,CVG021717,all,0
Sce_HN_00817,Sce,0,near_tss,CVG021011,all,2
Sce_HN_00818,Sce,0,near_tss,CVG021718,all,3
Sce_HN_00819,Sce,0,near_tss,CVG021719,all,4
Sce_HN_00820,Sce,0,near_tss,CVG021522,all,4
Sce_HN_00821,Sce,0,near_tss,CVG021295,all,3
Sce_HN_00822,Sce,0,near_tss,CVG021033,all,4
Sce_HN_00823,Sce,0,near_tss,CVG021720,all,0
Sce_HN_00824,Sce,0,near_tss,CVG021721,all,4
Sce_HN_00825,Sce,0,near_tss,CVG021722,all,1
Sce_HN_00826,Sce,0,near_tss,CVG021723,all,0
Sce_HN_00827,Sce,0,near_tss,CVG021407,all,0
Sce_HN_00828,Sce,0,near_tss,CVG021503,all,4
Sce_HN_00829,Sce,0,near_tss,CVG021232,all,4
Sce_HN_00830,Sce,0,near_tss,CVG020994,all,2
Sce_HN_00831,Sce,0,near_tss,CVG021677,all,2
Sce_HN_00832,Sce,0,near_tss,CVG021724,all,2
Sce_HN_00833,Sce,0,near_tss,CVG020668,all,1
Sce_HN_00834,Sce,0,near_tss,CVG021725,all,3
Sce_HN_00835,Sce,0,near_tss,CVG021056,all,1
Sce_HN_00836,Sce,0,near_tss,CVG021726,all,4
Sce_HN_00837,Sce,0,near_tss,CVG021727,all,1
Sce_HN_00838,Sce,0,near_tss,CVG021728,all,4
Sce_HN_00839,Sce,0,near_tss,CVG021729,all,2
Sce_HN_00840,Sce,0,near_tss,CVG021730,all,4
Sce_HN_00841,Sce,0,near_tss,CVG021175,all,2
Sce_HN_00842,Sce,0,near_tss,CVG021443,all,1
Sce_HN_00843,Sce,0,near_tss,CVG021731,all,0
Sce_HN_00844,Sce,0,near_tss,CVG021732,all,1
Sce_HN_00845,Sce,0,near_tss,CVG021733,all,0
Sce_HN_00846,Sce,0,near_tss,CVG021734,all,3
Sce_HN_00847,Sce,0,near_tss,CVG021089,all,1
Sce_HN_00848,Sce,0,near_tss,CVG021735,all,3
Sce_HN_00849,Sce,0,near_tss,CVG021192,all,1
Sce_HN_00850,Sce,0,near_tss,CVG021736,all,4
Sce_HN_00851,Sce,0,near_tss,CVG020759,all,3
Sce_HN_00852,Sce,0,near_tss,CVG020773,all,1
Sce_HN_00853,Sce,0,near_tss,CVG021737,all,0
Sce_HN_00854,Sce,0,near_tss,CVG021738,all,1
Sce_HN_00855,Sce,0,near_tss,CVG021739,all,2
Sce_HN_00856,Sce,0,near_tss,CVG021531,all,3
Sce_HN_00857,Sce,0,near_tss,CVG020677,all,0
Sce_HN_00858,Sce,0,near_tss,CVG021493,all,0
Sce_HN_00859,Sce,0,near_tss,CVG021714,all,3
Sce_HN_00860,Sce,0,near_tss,CVG021371,all,4
Sce_HN_00861,Sce,0,near_tss,CVG021740,all,1
Sce_HN_00862,Sce,0,near_tss,CVG021625,all,2
Sce_HN_00863,Sce,0,near_tss,CVG021012,all,3
Sce_HN_00864,Sce,0,near_tss,CVG021392,all,2
Sce_HN_00865,Sce,0,near_tss,CVG021741,all,1
Sce_HN_00866,Sce,0,near_tss,CVG020999,all,1
Sce_HN_00867,Sce,0,near_tss,CVG021742,all,4
Sce_HN_00868,Sce,0,near_tss,CVG021456,all,1
Sce_HN_00869,Sce,0,near_tss,CVG021743,all,2
Sce_HN_00870,Sce,0,near_tss,CVG020731,all,0
Sce_HN_00871,Sce,0,near_tss,CVG021744,all,0
Sce_HN_00872,Sce,0,near_tss,CVG021745,all,3
Sce_HN_00873,Sce,0,near_tss,CVG021242,all,4
Sce_HN_00874,Sce,0,near_tss,CVG021094,all,0
Sce_HN_00875,Sce,0,near_tss,CVG020993,all,1
Sce_HN_00876,Sce,0,near_tss,CVG021746,all,1
Sce_HN_00877,Sce,0,near_tss,CVG020718,all,1
Sce_HN_00878,Sce,0,near_tss,CVG021747,all,2
Sce_HN_00879,Sce,0,near_tss,CVG021748,all,1
Sce_HN_00880,Sce,0,near_tss,CVG021749,all,2
Sce_HN_00881,Sce,0,near_tss,CVG020910,all,2
Sce_HN_00882,Sce,0,near_tss,CVG021750,all,4
Sce_HN_00883,Sce,0,near_tss,CVG021751,all,4
Sce_HN_00884,Sce,0,near_tss,CVG021752,all,1
Sce_HN_00885,Sce,0,near_tss,CVG021517,all,2
Sce_HN_00886,Sce,0,near_tss,CVG021753,all,4
Sce_HN_00887,Sce,0,near_tss,CVG020899,all,0
Sce_HN_00888,Sce,0,near_tss,CVG020955,all,2
Sce_HN_00889,Sce,0,near_tss,CVG021048,all,4
Sce_HN_00890,Sce,0,near_tss,CVG021754,all,0
Sce_HN_00891,Sce,0,near_tss,CVG021755,all,0
Sce_HN_00892,Sce,0,near_tss,CVG021756,all,1
Sce_HN_00893,Sce,0,near_tss,CVG021757,all,1
Sce_HN_00894,Sce,0,near_tss,CVG021505,all,3
Sce_HN_00895,Sce,0,near_tss,CVG021758,all,3
Sce_HN_00896,Sce,0,near_tss,CVG021759,all,2
Sce_HN_00897,Sce,0,near_tss,CVG021195,all,1
Sce_HN_00898,Sce,0,near_tss,CVG021346,all,2
Sce_HN_00899,Sce,0,near_tss,CVG021760,all,3
Sce_HN_00900,Sce,0,near_tss,CVG021761,all,0
Sce_HN_00901,Sce,0,near_tss,CVG021762,all,4
Sce_HN_00902,Sce,0,near_tss,CVG021763,all,1
Sce_HN_00903,Sce,0,near_tss,CVG021470,all,0
Sce_HN_00904,Sce,0,near_tss,CVG021764,all,3
Sce_HN_00905,Sce,0,near_tss,CVG021765,all,0
Sce_HN_00906,Sce,0,near_tss,CVG021013,all,1
Sce_HN_00907,Sce,0,near_tss,CVG021766,all,4
Sce_HN_00908,Sce,0,near_tss,CVG021767,all,1
Sce_HN_00909,Sce,0,near_tss,CVG021090,all,2
Sce_HN_00910,Sce,0,near_tss,CVG021768,all,2
Sce_HN_00911,Sce,0,near_tss,CVG021769,all,0
Sce_HN_00912,Sce,0,near_tss,CVG021770,all,3
Sce_HN_00913,Sce,0,near_tss,CVG021771,all,2
Sce_HN_00914,Sce,0,near_tss,CVG021772,all,4
Sce_HN_00915,Sce,0,near_tss,CVG020692,all,4
Sce_HN_00916,Sce,0,near_tss,CVG021773,all,1
Sce_HN_00917,Sce,0,near_tss,CVG021774,all,0
Sce_HN_00918,Sce,0,near_tss,CVG021775,all,1
Sce_HN_00919,Sce,0,near_tss,CVG021243,all,4
Sce_HN_00920,Sce,0,near_tss,CVG021751,all,4
Sce_HN_00921,Sce,0,near_tss,CVG021776,all,2
Sce_HN_00922,Sce,0,near_tss,CVG021777,all,4
Sce_HN_00923,Sce,0,near_tss,CVG021778,all,4
Sce_HN_00924,Sce,0,near_tss,CVG021287,all,4
Sce_HN_00925,Sce,0,near_tss,CVG021779,all,2
Sce_HN_00926,Sce,0,near_tss,CVG021780,all,1
Sce_HN_00927,Sce,0,near_tss,CVG021781,all,3
Sce_HN_00928,Sce,0,near_tss,CVG021590,all,1
Sce_HN_00929,Sce,0,near_tss,CVG021782,all,1
Sce_HN_00930,Sce,0,near_tss,CVG021482,all,0
Sce_HN_00931,Sce,0,near_tss,CVG021783,all,0
Sce_HN_00932,Sce,0,near_tss,CVG021784,all,1
Sce_HN_00933,Sce,0,near_tss,CVG021785,all,3
Sce_HN_00934,Sce,0,near_tss,CVG021693,all,4
Sce_HN_00935,Sce,0,near_tss,CVG021786,all,3
Sce_HN_00936,Sce,0,near_tss,CVG021787,all,2
Sce_HN_00937,Sce,0,near_tss,CVG020665,all,3
Sce_HN_00938,Sce,0,near_tss,CVG021788,all,0
Sce_HN_00939,Sce,0,near_tss,CVG021789,all,3
Sce_HN_00940,Sce,0,near_tss,CVG021790,all,0
Sce_HN_00941,Sce,0,near_tss,CVG021791,all,4
Sce_HN_00942,Sce,0,near_tss,CVG021493,all,0
Sce_HN_00943,Sce,0,near_tss,CVG021116,all,1
Sce_HN_00944,Sce,0,near_tss,CVG020837,all,0
Sce_HN_00945,Sce,0,near_tss,CVG021792,all,1
Sce_HN_00946,Sce,0,near_tss,CVG020988,all,1
Sce_HN_00947,Sce,0,near_tss,CVG020855,all,0
Sce_HN_00948,Sce,0,near_tss,CVG021793,all,2
Sce_HN_00949,Sce,0,near_tss,CVG021021,all,0
Sce_HN_00950,Sce,0,near_tss,CVG020773,all,1
Sce_HN_00951,Sce,0,near_tss,CVG020743,all,1
Sce_HN_00952,Sce,0,near_tss,CVG021794,all,4
Sce_HN_00953,Sce,0,near_tss,CVG021795,all,0
Sce_HN_00954,Sce,0,near_tss,CVG021796,all,2
Sce_HN_00955,Sce,0,near_tss,CVG021413,all,1
Sce_HN_00956,Sce,0,near_tss,CVG020790,all,1
Sce_HN_00957,Sce,0,near_tss,CVG021797,all,0
Sce_HN_00958,Sce,0,near_tss,CVG021002,all,0
Sce_HN_00959,Sce,0,near_tss,CVG021798,all,3
Sce_HN_00960,Sce,0,near_tss,CVG021799,all,3
Sce_HN_00961,Sce,0,near_tss,CVG021439,all,0
Sce_HN_00962,Sce,0,near_tss,CVG021756,all,1
Sce_HN_00963,Sce,0,near_tss,CVG021799,all,3
Sce_HN_00964,Sce,0,near_tss,CVG021156,all,3
Sce_HN_00965,Sce,0,near_tss,CVG021002,all,0
Sce_HN_00966,Sce,0,near_tss,CVG020945,all,0
Sce_HN_00967,Sce,0,near_tss,CVG020722,all,1
Sce_HN_00968,Sce,0,near_tss,CVG021800,all,0
Sce_HN_00969,Sce,0,near_tss,CVG021801,all,3
Sce_HN_00970,Sce,0,near_tss,CVG021150,all,1
Sce_HN_00971,Sce,0,near_tss,CVG021802,all,4
Sce_HN_00972,Sce,0,near_tss,CVG021285,all,1
Sce_HN_00973,Sce,0,near_tss,CVG020946,all,2
Sce_HN_00974,Sce,0,near_tss,CVG020972,all,0
Sce_HN_00975,Sce,0,near_tss,CVG021737,all,0
Sce_HN_00976,Sce,0,near_tss,CVG021803,all,1
Sce_HN_00977,Sce,0,near_tss,CVG021804,all,2
Sce_HN_00978,Sce,0,near_tss,CVG021805,all,2
Sce_HN_00979,Sce,0,near_tss,CVG021806,all,0
Sce_HN_00980,Sce,0,near_tss,CVG020814,all,3
Sce_HN_00981,Sce,0,near_tss,CVG021001,all,0
Sce_HN_00982,Sce,0,near_tss,CVG021807,all,0
Sce_HN_00983,Sce,0,near_tss,CVG021808,all,4
Sce_HN_00984,Sce,0,near_tss,CVG021809,all,2
Sce_HN_00985,Sce,0,near_tss,CVG021810,all,1
Sce_HN_00986,Sce,0,near_tss,CVG021227,all,3
Sce_HN_00987,Sce,0,near_tss,CVG021811,all,0
Sce_HN_00988,Sce,0,near_tss,CVG021812,all,3
Sce_HN_00989,Sce,0,near_tss,CVG021813,all,4
Sce_HN_00990,Sce,0,near_tss,CVG021814,all,3
Sce_HN_00991,Sce,0,near_tss,CVG021815,all,0
Sce_HN_00992,Sce,0,near_tss,CVG021816,all,4
Sce_HN_00993,Sce,0,near_tss,CVG020731,all,0
Sce_HN_00994,Sce,0,near_tss,CVG021746,all,1
Sce_HN_00995,Sce,0,near_tss,CVG021817,all,0
Sce_HN_00996,Sce,0,near_tss,CVG021818,all,2
Sce_HN_00997,Sce,0,near_tss,CVG021311,all,4
Sce_HN_00998,Sce,0,near_tss,CVG021819,all,1
Sce_HN_00999,Sce,0,near_tss,CVG021820,all,4
Sce_HN_01000,Sce,0,near_tss,CVG021821,all,4
Sce_HN_01001,Sce,0,near_tss,CVG021822,all,3
Sce_HN_01002,Sce,0,near_tss,CVG021823,all,2
Sce_HN_01003,Sce,0,near_tss,CVG021824,all,0
Sce_HN_01004,Sce,0,near_tss,CVG021825,all,1
Sce_HN_01005,Sce,0,near_tss,CVG021826,all,4
Sce_HN_01006,Sce,0,near_tss,CVG021827,all,2
Sce_HN_01007,Sce,0,near_tss,CVG021828,all,3
Sce_HN_01008,Sce,0,near_tss,CVG021829,all,1
Sce_HN_01009,Sce,0,near_tss,CVG021830,all,0
Sce_HN_01010,Sce,0,near_tss,CVG021831,all,4
Sce_HN_01011,Sce,0,near_tss,CVG021832,all,2
Sce_HN_01012,Sce,0,near_tss,CVG021833,all,3
Sce_HN_01013,Sce,0,near_tss,CVG021628,all,2
Sce_HN_01014,Sce,0,near_tss,CVG021834,all,1
Sce_HN_01015,Sce,0,near_tss,CVG021179,all,1
Sce_HN_01016,Sce,0,near_tss,CVG021835,all,1
Sce_HN_01017,Sce,0,near_tss,CVG021836,all,0
Sce_HN_01018,Sce,0,near_tss,CVG021837,all,2
Sce_HN_01019,Sce,0,near_tss,CVG021630,all,0
Sce_HN_01020,Sce,0,near_tss,CVG021838,all,2
Sce_HN_01021,Sce,0,near_tss,CVG021114,all,2
Sce_HN_01022,Sce,0,near_tss,CVG021839,all,4
Sce_HN_01023,Sce,0,near_tss,CVG021840,all,4
Sce_HN_01024,Sce,0,near_tss,CVG020935,all,4
Sce_HN_01025,Sce,0,near_tss,CVG021841,all,3
Sce_HN_01026,Sce,0,near_tss,CVG021842,all,1
